prefixo,nome,transmissao,valor_leitura_plu,valor,intervalo
1000380,RIBEIRÃO DOS COUROS - VILA ROSA,WEBSERVICE,0.0,0.0,2019-03-23 00:00:00 UTC
1000380,RIBEIRÃO DOS COUROS - VILA ROSA,WEBSERVICE,0.0,0.0,2019-03-24 00:00:00 UTC
1000380,RIBEIRÃO DOS COUROS - VILA ROSA,WEBSERVICE,0.2,0.019,2019-03-25 00:00:00 UTC
1000380,RIBEIRÃO DOS COUROS - VILA ROSA,WEBSERVICE,0.0,0.0,2019-03-26 00:00:00 UTC
1000380,RIBEIRÃO DOS COUROS - VILA ROSA,WEBSERVICE,3.4,0.168,2019-03-27 00:00:00 UTC
1000380,RIBEIRÃO DOS COUROS - VILA ROSA,WEBSERVICE,2.6,1.758,2019-03-28 00:00:00 UTC
1000380,RIBEIRÃO DOS COUROS - VILA ROSA,WEBSERVICE,0.2,0.894,2019-03-29 00:00:00 UTC
1000380,RIBEIRÃO DOS COUROS - VILA ROSA,WEBSERVICE,0.0,0.06,2019-03-30 00:00:00 UTC
1000380,RIBEIRÃO DOS COUROS - VILA ROSA,WEBSERVICE,0.0,0.0,2019-03-31 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,29.0,14.451,2019-02-28 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,1.6,8.964,2019-03-01 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,3.8,1.392,2019-03-02 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,0.6,1.353,2019-03-03 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,3.6,1.564,2019-03-04 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,0.4,1.379,2019-03-05 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,12.0,4.21,2019-03-06 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,25.2,12.513,2019-03-07 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,0.0,7.525,2019-03-08 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,0.0,0.0,2019-03-09 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,95.4,10.247,2019-03-10 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,24.6,34.65,2019-03-11 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,0.4,0.399,2019-03-12 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,0.0,0.0,2019-03-13 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,5.0,0.983,2019-03-14 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,1.8,1.844,2019-03-15 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,28.0,4.832,2019-03-16 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,19.8,15.072,2019-03-17 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,0.2,5.915,2019-03-18 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,14.0,3.489,2019-03-19 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,1.2,4.335,2019-03-20 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,10.8,3.603,2019-03-21 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,0.0,1.792,2019-03-22 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,0.0,0.0,2019-03-23 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,0.0,0.0,2019-03-24 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,0.2,0.004,2019-03-25 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,0.0,0.0,2019-03-26 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,5.2,0.289,2019-03-27 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,13.0,6.642,2019-03-28 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,0.2,3.999,2019-03-29 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,0.0,0.06,2019-03-30 00:00:00 UTC
1000400,CÓRREGO CHRYSLER,WEBSERVICE,0.0,0.0,2019-03-31 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,30.8,15.518,2019-02-28 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,2.2,9.751,2019-03-01 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,3.0,0.956,2019-03-02 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,32.2,9.832,2019-03-03 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.6,7.3,2019-03-04 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,10.8,2.856,2019-03-05 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,43.2,17.642,2019-03-06 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,10.0,16.379,2019-03-07 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.0,2.986,2019-03-08 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,3.4,0.704,2019-03-09 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,87.0,9.426,2019-03-10 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,49.8,37.886,2019-03-11 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.0,0.657,2019-03-12 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.0,0.0,2019-03-13 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,3.4,0.451,2019-03-14 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.4,1.133,2019-03-15 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.0,0.06,2019-03-16 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.2,0.121,2019-03-17 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.0,0.06,2019-03-18 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.0,0.0,2019-03-19 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.2,0.003,2019-03-20 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.6,0.214,2019-03-21 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.2,0.146,2019-03-22 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.8,0.267,2019-03-23 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,1.2,0.622,2019-03-24 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,2.6,1.181,2019-03-25 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,2.4,1.585,2019-03-26 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,1.8,1.131,2019-03-27 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,1.6,0.794,2019-03-28 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.0,0.418,2019-03-29 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.0,0.0,2019-03-30 00:00:00 UTC
1000410,Ribeirão dos Couros - Mercedes Paulicéia,WEBSERVICE,0.0,0.0,2019-03-31 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,25.4,12.597,2019-02-28 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,5.4,9.758,2019-03-01 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,6.8,2.739,2019-03-02 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,32.8,10.563,2019-03-03 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.4,6.985,2019-03-04 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,16.4,6.983,2019-03-05 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,37.8,19.078,2019-03-06 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,17.4,17.389,2019-03-07 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.0,5.196,2019-03-08 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,11.8,2.501,2019-03-09 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,116.8,15.468,2019-03-10 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,21.4,40.267,2019-03-11 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.0,0.119,2019-03-12 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.0,0.0,2019-03-13 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,22.6,4.456,2019-03-14 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.8,6.925,2019-03-15 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.8,0.239,2019-03-16 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,1.8,0.786,2019-03-17 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.2,0.578,2019-03-18 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,16.0,3.693,2019-03-19 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.4,4.847,2019-03-20 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,5.6,1.153,2019-03-21 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.0,0.657,2019-03-22 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.0,0.0,2019-03-23 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.0,0.0,2019-03-24 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.0,0.0,2019-03-25 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.0,0.0,2019-03-26 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,1.6,0.103,2019-03-27 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,1.6,1.088,2019-03-28 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.0,0.478,2019-03-29 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.0,0.0,2019-03-30 00:00:00 UTC
1000430,RIBEIRÃO DOS COUROS - FORD,WEBSERVICE,0.0,0.0,2019-03-31 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-02-28 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-01 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-02 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-03 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-04 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-05 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-06 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-07 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-08 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-09 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-10 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-11 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-12 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-13 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-14 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-15 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-16 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-17 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-18 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-19 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-20 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-21 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-22 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-23 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-24 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-25 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-26 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-27 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-28 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-29 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-30 00:00:00 UTC
1000490,RIO TAMANDUATEÍ - VILA SANTA CECILIA,WEBSERVICE,0.0,0.0,2019-03-31 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,6.8,5.774,2019-02-28 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,2.8,2.756,2019-03-01 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,12.0,2.949,2019-03-02 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,5.2,5.151,2019-03-03 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,0.0,1.458,2019-03-04 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,3.6,0.767,2019-03-05 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,13.8,5.946,2019-03-06 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,13.2,8.936,2019-03-07 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,0.0,3.942,2019-03-08 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,3.4,0.66,2019-03-09 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,76.4,9.467,2019-03-10 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,25.8,29.074,2019-03-11 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,0.2,0.901,2019-03-12 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,0.0,0.06,2019-03-13 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,5.8,0.851,2019-03-14 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,1.2,2.103,2019-03-15 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,10.0,1.953,2019-03-16 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,6.0,5.113,2019-03-17 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,0.0,1.792,2019-03-18 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,8.0,1.593,2019-03-19 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,0.0,2.389,2019-03-20 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,10.8,2.461,2019-03-21 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,0.0,1.314,2019-03-22 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,0.0,0.0,2019-03-23 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,0.0,0.0,2019-03-24 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,0.2,0.022,2019-03-25 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,0.0,0.0,2019-03-26 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,0.2,0.01,2019-03-27 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,7.6,3.558,2019-03-28 00:00:00 UTC
1000500,ORATÓRIO,WEBSERVICE,0.4,2.338,2019-03-29 00:00:00 UTC
